Country Name,Country Code,Access to electricity (% of population),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),"Air transport, passengers carried",Compensation of employees (current LCU),"Contraceptive prevalence, any method (% of married women ages 15-49)",Control of Corruption: Estimate,Cost of business start-up procedures (% of GNI per capita),"Current education expenditure, total (% of total expenditure in public institutions)",Current health expenditure (% of GDP),Forest area (% of land area),Gini index,Government Effectiveness: Estimate,"Hospital beds (per 1,000 people)",Human capital index (HCI) (scale 0-1),"Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Internally displaced persons, total displaced by conflict and violence (number of people)",Lending interest rate (%),"Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)",Logistics performance index: Overall (1=low to 5=high),Losses due to theft and vandalism (% of annual sales for affected firms),"Maternal mortality ratio (national estimate, per 100,000 live births)",Mobile cellular subscriptions (per 100 people),Multidimensional poverty headcount ratio (World Bank) (% of population),Net migration,Out-of-pocket expenditure (% of current health expenditure),"Persistence to last grade of primary, total (% of cohort)","Physicians (per 1,000 people)",Political Stability and Absence of Violence/Terrorism: Estimate,Population living in slums (% of urban population),Pregnant women receiving prenatal care (%),Prevalence of moderate or severe food insecurity in the population (%),Prevalence of severe food insecurity in the population (%),Prevalence of undernourishment (% of population),"Primary completion rate, total (% of relevant age group)",Profit tax (% of commercial profits),Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Proportion of seats held by women in national parliaments (%),"Pupil-teacher ratio, primary",Rail lines (total route-km),Refugee population by country or territory of asylum,Regulatory Quality: Estimate,Risk of impoverishing expenditure for surgical care (% of people at risk),Rule of Law: Estimate,"Share of youth not in education, employment or training, total (% of youth population)",Statistical performance indicators (SPI): Overall score (scale 0-100),"Suicide mortality rate (per 100,000 population)","Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)",Total greenhouse gas emissions (kt of CO2 equivalent),Total tax and contribution rate (% of profit),"Unemployment, total (% of total labor force) (national estimate)",Voice and Accountability: Estimate,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)"
Spain,ESP,100.0,49.06445150117647,80706703.0,22927000000.0,62.1,0.612849295,4.0,94.90090942,8.99686718,37.15664678,34.7,0.969287813,2.97,0.736156404,96.0,96.0,98.0,86.1072,1.674981369,0.617626377,953000.0,13.86842613,83.43170732,98.43650055,3.83,8.346153846153847,73.53846153846155,115.7483421,3.9,339064.0,22.24442673,99.83322144,4.021,0.275779158,36.561597500000005,89.55263157894737,8.6,1.7,2.5,95.67240143,10.6,0.0,39.14285714,22.471972,15618.0,20437.0,0.938154161,0.2,0.978212118,11.841,87.84541667,7.8,93.974388,87.996089,326838.0012,47.0,15.255,1.029652596,52.396875,21.47959183673469
Sri Lanka,LKA,99.6,46.51401383176471,5882376.0,626045000000.0,58.81428571428572,-0.352467418,9.4,74.65514374,3.64,34.25804992,34.112500000000004,-0.2565341,3.93,0.593370557,99.0,99.0,99.0,28.3,2.135037737,2.381756671,37000.0,11.55416667,75.748,91.70982361,2.6,8.353846153846154,43.0,140.3243174,3.65,-97100.0,46.82,98.83013916,0.988,-0.139389724,42.75133125,88.8736842105263,7.6,0.7,7.1,94.28358459666666,1.2,0.08750000000000001,5.777777778,21.73735,1562.0,796.0,-0.217681855,11.266666666666664,-0.00040862,24.184,73.75916667,14.2,88.557164,75.58353,33285.05462,55.2,4.318,-0.008067985,52.237500000000004,22.461224489795917
St. Kitts and Nevis,KNA,100.0,43.963576162352936,4818204.8,556764428571.4286,55.52857142857143,0.410901546,7.0,84.24830245999999,4.89200258,42.30769231,33.525000000000006,0.498739511,5.0,0.57247442,98.0,98.0,96.0,68.6,-1.037122141,48.15644564,444000.0,8.857920167,71.467,85.507295228,2.5660000000000003,8.361538461538462,41.5,149.9005465,3.4,-191.0,49.38157272,95.404914855,3.034,0.677222848,48.941065,88.19473684210526,21.1,8.1,6.125,92.89476776333333,30.5,0.17500000000000002,13.33333333,18.23822,1799.0,5.0,0.49864164,22.33333333333333,0.519412875,28.399,62.362291670000005,11.1,81.993543,65.97598,345.768727,49.7,11.8235,0.863463044,52.078125,23.442857142857143
St. Lucia,LCA,100.0,41.41313849294117,3754033.6,487483857142.8572,52.24285714285715,0.560043097,18.4,93.84146118,4.18686533,34.04918033,32.9375,0.33040446,3.915,0.588586748,95.0,95.0,86.0,69.4,1.935618932,20.79960425,851000.0,8.110115917,73.357,79.304766846,2.532,8.36923076923077,40.0,103.9665407,3.15,0.0,46.11191177,91.97969055,2.5862,0.993263125,55.130798750000004,87.51578947368421,25.166666666666668,8.833333333333334,5.15,91.50595093,25.8,0.2625,16.66666667,14.73909,2036.0,269573.75,0.337109506,33.4,0.631884336,32.614,50.96541667,8.0,85.450837,71.646837,868.20671,34.7,19.329,0.851036549,51.91875,24.424489795918365
St. Martin (French part),MAF,100.0,38.86270082352941,2689862.4000000004,418203285714.2857,48.957142857142856,0.6518759135000001,16.9,94.036619566,4.22016382,24.8,32.35,0.33040446,2.83,0.56222567,96.0,96.0,92.5,62.7,2.129881893,26.54714185,1258000.0,8.2979185835,80.614,73.10223846400001,2.498,8.376923076923077,38.5,105.38515104999999,2.9,-1356.0,38.361224175000004,91.3924427025,2.1384,0.9080914255,61.3205325,86.83684210526316,29.233333333333334,9.566666666666666,4.175,104.923419965,27.8,0.35000000000000003,14.855072465000001,14.565835,2273.0,539142.5,0.320835173,44.46666666666666,0.5381322205000001,27.325999999999997,47.851458335000004,4.5,93.772347,86.350766,601.0899185000001,37.0,16.7362,0.8530284765,51.759375,25.406122448979588
St. Vincent and the Grenadines,VCT,100.0,36.312263154117645,1625691.2000000002,348922714285.7143,45.67142857142858,0.74370873,15.4,94.231777952,4.25346231,73.17948718,31.762500000000003,0.33040446,1.745,0.535864592,97.0,97.0,99.0,56.0,2.324144854,32.29467945,1665000.0,8.48572125,74.128,66.899710082,2.464,8.384615384615385,37.0,106.8037614,2.65,-807.0,30.61053658,90.805194855,1.6905999999999999,0.822919726,67.51026625,86.15789473684211,33.3,10.3,3.2,118.340889,29.8,0.43750000000000006,13.04347826,14.39258,2510.0,808711.25,0.30456084,55.533333333333324,0.444380105,22.037999999999997,44.7375,1.0,81.647309,72.026317,333.973127,39.3,14.1434,0.855020404,51.6,26.387755102040813
Sudan,SDN,55.3,33.76182548470588,561520.0,279642142857.1429,42.385714285714286,-1.456690907,20.9,94.42693633799999,4.46358299,10.01277837,31.175,-1.628953099,0.66,0.376040459,93.0,93.0,88.0,24.6,63.29250735,19.347531062999998,2072000.0,11.39241811,65.681,60.6971817,2.43,8.392307692307693,35.5,71.66925335,2.4,74198.0,66.95339966,90.2179470075,1.2428,-1.82177794,73.7,85.47894736842105,48.9,16.4,11.5,66.56889343,11.5,0.525,30.51643192,13.892965,2747.0,1078280.0,-1.644064665,66.6,-1.138877034,16.75,44.085,3.9,71.839712,62.310761,106861.0034,45.4,11.550600000000001,-1.848860145,51.440625000000004,27.36938775510204
Suriname,SUR,97.4,31.211387815294117,272347.0,210361571428.5714,39.1,-0.24039501,93.4,94.622094724,6.68795872,97.56910256,30.5875,-0.686438203,2.88,0.5892752115,81.0,81.0,77.0,55.1,32.623021325500005,6.400382676,3083750.0,14.29911497,72.553,65.42155020428572,3.24,8.4,34.0,126.7057876,2.15,-862.0,18.42653656,89.63069916,0.795,0.058161013,14.96333,84.8,27.3,8.799999999999999,9.2,79.52462769,27.9,0.6125,25.49019608,13.39335,6227.5,41.0,-0.668974459,33.3,-0.088033684,11.462,52.71,25.5,79.221108,67.010529,3780.226024,27.9,8.9578,0.296661526,51.28125,28.35102040816326
Sweden,SWE,100.0,28.660950145882353,51473905.0,141081000000.0,40.154545454545456,2.109263897,0.5,94.81725311,10.94,68.69449814,30.0,1.671129227,2.14,0.802509964,97.0,92.0,97.0,89.247,1.953535301,1.062751752,4095500.0,8.4632702815,82.55853659,70.14591870857143,4.05,8.4,32.5,124.246327,1.9,81492.0,13.96,99.67810059,4.327,0.92122525,16.05706,85.75454545454545,5.7,1.2,2.5,99.87551117,13.1,0.7000000000000001,46.13180516,20.841288,9708.0,248210.0,1.825504899,0.0,1.783937216,6.174,88.72166667,14.9,93.446706,89.9381,47719.34411,49.1,6.365,1.580299258,51.121875,29.332653061224487
Switzerland,CHE,100.0,26.110512476470586,28857994.0,7891187808.0,41.20909090909091,1.969518185,2.3,94.00344917727273,10.77226162,31.94740118,33.1,1.997008562,4.63,0.766107619,96.0,69.0,95.0,91.8,0.936335464,0.587238095,5107250.0,2.627425593,83.75365854,74.87028721285715,3.9,8.4,31.0,126.7095617,0.2,40899.0,23.74767685,99.48461914,4.339,1.319249392,17.15079,86.7090909090909,2.6,0.7,2.5,94.42372131,9.3,0.7875000000000001,32.5,28.289226,4046.845537,104011.0,1.791235805,0.1,1.887877226,7.925,88.25583333,14.5,93.937881,90.383733,46682.73407,28.8,4.713,1.591921687,50.9625,30.31428571428571
Syrian Arab Republic,SYR,86.0,23.56007480705882,17896.92117,1318414125205.3333,42.263636363636365,-1.648082852,7.6,93.18964524454545,8.89113081,2.843108425,35.56666666666667,-1.702330589,1.26,0.6541169585,47.0,47.0,63.0,33.77,1.789043139,1.960310076,6119000.0,14.9081110265,70.145,79.59465571714286,2.3,8.4,29.5,88.60117817,18.333333333333332,513647.0,46.083838424999996,94.63397725333334,2.9093333333333335,-2.736278534,18.244519999999998,87.66363636363636,20.433333333333334,8.766666666666666,20.1,85.15780385000001,23.0,0.8750000000000001,13.2,35.737164,2333.4227685,578956.0,-1.759668589,58.9,-2.054050684,9.63925,25.98875,1.9,83.091188,64.315206,47033.21899,42.7,3.7262500000000003,-1.968351245,50.803125,31.295918367346935
Tajikistan,TJK,99.3,21.009637137647054,492320.0,2628937062602.6665,43.31818181818182,-1.428293705,18.0,92.37584131181818,7.01,3.039123856,38.03333333333333,-1.163915634,4.43,0.542126298,96.0,96.0,98.0,25.435000000000002,2.641750814,3.333382057,4093000.0,27.18879646,70.353,84.31902422142858,2.34,8.4,28.0,109.5514394,36.46666666666667,-10135.0,68.42,89.78333536666666,1.4796666666666667,-0.747738957,19.33825,88.61818181818181,38.266666666666666,16.833333333333332,10.5,75.89188639,17.7,0.9625000000000001,19.04761905,43.185102,620.0,2654.0,-1.100579858,77.2,-1.303210497,11.3535,55.51666667,4.2,78.967045,69.646403,16021.22236,67.3,2.7395,-1.698658228,50.64375,32.27755102040816
Tanzania,TZA,34.9,18.45919946823529,1698386.0,3939460000000.0,44.372727272727275,-0.47571075,45.6,91.56203737909091,4.16191673,52.70151276,40.5,-0.779425085,0.43,0.386261076,89.0,89.0,88.0,17.1,3.494458489,4.706454038,2067000.0,17.41416667,66.535,89.04339272571428,2.875,8.4,26.5,74.87851487,54.6,-56813.0,20.83638191,84.93269348,0.05,-0.580516219,43.0093,89.57272727272726,56.1,24.9,22.2,66.62596893,20.8,1.05,37.17948718,50.63304,785.2857142857142,278322.0,-0.640993357,91.4,-0.572451293,13.06775,58.02125,4.2,69.614883,62.122288,81072.95745,44.0,1.7527499999999998,-0.380436808,50.484375,33.25918367346938
Thailand,THA,99.8,15.908761798823527,76053042.75,807131000000.0,45.42727272727273,-0.45801872,3.1,90.74823344636364,3.87040329,39.03971501,36.4,0.254473984,2.1,0.616861403,97.0,97.0,96.0,56.8175,1.063897542,5.9073850955000005,41000.0,4.146666667,78.662,93.76776123,3.41,8.4,25.0,175.8777812,0.2,9304.0,10.11109638,87.35695648000001,0.786,-0.799434543,7.83138,90.52727272727273,4.7,0.7,6.5,98.3613205,22.2,0.0,5.284552846,16.63844,950.5714285714286,102234.0,-0.044096656,11.3,-0.004077561,14.782,76.35333333,8.8,88.305081,74.41458,418543.855,29.5,0.766,-1.017935634,50.325,34.240816326530606
Timor-Leste,TLS,85.2,13.358324129411763,38309668.875,187334276.9,46.481818181818184,-0.505638003,0.6,89.93442951363636,6.36952639,62.13180901,39.45,-0.936158121,1.375,0.453051895,83.0,83.0,77.0,27.6,2.29424307,7.1083161530000005,217000.0,13.45630144,68.017,92.04373474100001,2.93,8.4,23.5,116.3766548,23.349999999999998,-5352.0,10.1566391,89.78121948,0.726,0.233176738,33.9,91.48181818181818,33.3,8.799999999999999,25.0,100.5970001,11.2,0.015454545454545455,33.84615385,26.94886,1115.857142857143,57284.5,-0.792416215,43.45,-1.138637781,19.162,51.27833333,3.6,74.087229,67.14021,6086.210039,11.2,1.26,0.321847469,50.165625,35.22244897959183
Togo,TGO,50.0,10.80788646,566295.0,200243000000.0,47.53636363636364,-0.749031723,41.7,89.12062558090909,6.08894634,22.34215849,42.5,-1.093650937,0.65,0.420792758,81.0,81.0,71.0,15.5,0.927755426,8.3092472105,393000.0,10.747210065,60.244,90.319708252,2.45,8.4,22.0,76.36078188,46.5,-1997.0,64.66403961,91.795849608,0.076,-0.88600421,40.08219,92.43636363636364,61.9,16.9,19.7,90.13722229,10.3,0.03090909090909091,17.58241758,40.14504,1281.142857142857,12335.0,-0.70613569,75.6,-0.619138241,23.542,60.59916667,8.7,59.08576,55.890671,7569.133555,48.2,1.754,-0.758381546,50.00625,36.20408163265306
Tonga,TON,99.0,18.213243415,1512239.0,127548253.1,48.59090909090909,-0.070953578,6.5,88.30682164818182,4.80628061,12.43055556,42.475,0.191767976,1.5150000000000001,0.51803416,99.0,99.0,99.0,53.4,5.03209692,9.510178268,569000.0,8.03811869,70.779,88.595681763,2.435,8.4,20.5,102.6514503,34.975,-2023.0,5.64390707,93.810479736,1.9625000000000001,0.833516359,29.435873333333333,93.39090909090909,23.2,6.0,16.2,90.36193847749999,21.2,0.046363636363636364,7.407407407,32.387253333333334,1446.4285714285713,6559.5,-0.362755716,51.93333333333332,0.426162243,27.922,54.55854167,4.0,77.287036,66.050633,281.787653,27.5,2.248,0.654241681,49.846875,37.18571428571428
Trinidad and Tobago,TTO,100.0,25.618600370000003,2458183.0,91793698835.40001,49.64545454545455,-0.379338741,0.7,87.49301771545456,6.5323596,44.64522417,42.45,0.206865147,2.38,0.60232681,99.0,99.0,90.0,72.8,1.018569302,34.35880293,745000.0,9.09375,73.802,86.871655274,2.42,8.4,19.0,131.0947831,23.45,35502.0,44.8896904,95.825109864,3.849,0.230616614,18.789556666666666,94.34545454545454,22.65,7.85,12.7,90.586654665,25.0,0.06181818181818182,30.95238095,24.629466666666666,1611.7142857142858,784.0,-0.131842151,28.26666666666666,-0.169320345,26.749666666666666,48.51791667,9.0,81.860478,69.689587,29205.19888,39.7,8.8535,0.546445191,49.6875,38.16734693877551
Tunisia,TUN,99.8,33.023957325,4274199.0,183459849417.7,50.7,-0.113984153,4.3,86.67921378272727,5.9375186,4.503540165,42.425,-0.006283537,1.79,0.50960952,97.0,97.0,96.0,64.1908,7.30759176,18.484206530500003,921000.0,10.885884785,75.95,85.147628785,2.57,8.4,17.5,123.7705691,11.924999999999997,-21013.0,41.91517639,97.839739992,2.849,-0.86821872,8.14324,95.3,22.1,9.7,2.5,90.8113708525,13.1,0.07727272727272727,31.33640553,16.87168,1777.0,1061.0,-0.494956315,4.6,0.053447079,25.577333333333335,63.885,3.2,88.533276,78.735812,42463.58926,60.2,15.459,0.191849709,49.528125,39.148979591836735
Turkiye,TUR,100.0,40.42931428,115595495.8,275126000000.0,69.8,-0.351102501,10.6,85.86540985,4.12,28.4660941,42.4,-0.068363413,2.8,0.625309885,98.0,98.0,96.0,71.0428,16.3324639,2.609610131,1097000.0,12.67801957,77.563,83.423602296,3.15,8.4,16.0,96.74999684,0.4,-261813.0,17.49,99.85437012,1.849,-1.315165997,14.12611,96.4,32.68,12.739999999999998,2.5,91.03608704,18.2,0.09272727272727273,17.44966443,17.145223333333334,10315.0,3681688.0,0.016247209,21.6,-0.390645027,24.405,85.82333333,2.3,90.757944,80.214368,503525.2445,40.4,10.956,-0.846058667,49.36875,40.130612244897954
Turkmenistan,TKM,100.0,39.10673108,2457474.0,947522000000.0,63.0,-1.382211685,18.625,83.513801575,5.69395018,8.782159045,39.14,-1.089821935,4.19,0.5637151403333334,99.0,99.0,99.0,54.7821,12.903350902500001,4.66523916075,830750.0,14.470154355,68.796,81.699575807,2.41,8.4,16.11111111111111,96.31801204,0.5,-9614.0,76.8390274,99.620448306,1.49025,-0.012979328,8.75663,96.075,43.260000000000005,15.78,5.8,121.92137147,19.225,0.10818181818181818,24.8,17.418766666666667,7680.0,21.0,-2.00086236,38.6,-1.464165211,22.68042857142857,20.98708333,5.7,78.86035,63.244945,199521.881,38.725,10.5246,-2.152862072,49.209375,41.11224489795918
Turks and Caicos Islands,TCA,100.0,37.78414788,1645386.6666666665,1619918000000.0,56.2,-0.6655084994999999,26.65,81.1621933,12.167314295,11.07368421,35.88,-0.8218983115,4.84,0.5021203956666667,94.0,94.0,93.5,38.5214,9.474237905,6.7208681905,564500.0,16.26228914,76.443,79.975549318,2.466666666666667,8.4,16.22222222222222,87.27543492000001,0.6,1403.0,38.598721905000005,99.386526492,1.1315,0.6890147034999999,24.738103333333335,95.75,53.84,18.82,15.233333333333334,152.8066559,20.25,0.12363636363636364,15.733333333500001,17.69231,11166.475,5.0,-1.235852033,55.6,-0.4246075455,20.955857142857145,36.66194444333333,5.266666666666667,87.880248,79.648954,99772.61772149999,37.05,10.0932,-0.5147126315000001,49.05,42.0938775510204
Tuvalu,TUV,99.0,36.46156468,833299.3333333333,2292314000000.0,49.4,0.051194686,34.675000000000004,85.23785146333333,18.64067841,33.33333333,32.620000000000005,-0.553974688,5.49,0.440525651,89.0,89.0,88.0,22.2607,6.0451249075,8.77649722025,298250.0,18.054423925000002,64.212,78.251522829,2.5233333333333334,8.4,16.333333333333332,78.2328578,0.7,-57.0,0.35841641,99.152604678,0.77275,1.391008735,40.71957666666667,95.425,64.42,21.86,24.666666666666668,94.2307663,21.275,0.1390909090909091,6.666666667,15.57647,14652.95,582825.5,-0.470841706,72.6,0.61495012,19.231285714285715,52.33680555666666,4.833333333333334,68.985995,48.749148,23.354443,35.375,9.6618,1.123436809,48.890625,43.075510204081624
Uganda,UGA,41.9,35.13898148,21212.0,2964710000000.0,42.6,-1.050883651,42.7,89.31350962666667,4.02080536,12.07066627,29.36,-0.692178011,6.140000000000001,0.382125795,93.0,93.0,86.0,6.0,2.61601191,10.83212625,32000.0,19.84655871,62.714,76.52749634,2.58,8.4,16.444444444444443,58.94688705,0.8,60723.0,35.62893295,98.918682864,0.414,-0.701724708,56.70105,95.1,75.0,24.9,34.1,89.069812775,22.3,0.15454545454545454,34.29844098,14.27829,18139.425000000003,1165646.0,-0.286415815,89.6,-0.321435153,17.50671428571429,68.01166667,4.4,63.811933,52.951116,37555.37683,33.7,9.2304,-0.680717766,48.73125,44.05714285714285
Ukraine,UKR,100.0,33.81639828,7854842.0,171258000000.0,50.425000000000004,-0.921201885,0.6,93.38916779,7.52,16.70348637,26.1,-0.459502161,6.79,0.642378509,69.0,67.0,91.0,62.5532,10.95185594,4.504245718,800000.0,19.004875,71.58268293,80.962768556,2.83,8.4,16.555555555555557,127.753861,0.8999999999999999,-33273.0,50.66,98.68476105,1.539,-1.872089386,1.1,95.22857142857143,18.3,1.6,2.8,83.90885925,11.0,0.17,12.29314421,12.98011,21625.9,2606.0,-0.256266981,5.5,-0.759869158,15.782142857142858,69.56791667,21.9,88.158823,65.98294,246996.3706,41.7,8.799,-0.030444134,48.571875,45.038775510204076
United Arab Emirates,ARE,100.0,34.014472260000005,95758342.0,21780086024.0,58.25,1.11653626,22.8,95.537124635,4.09854221,4.467755562,26.4,1.426256657,1.63,0.676001251,99.0,99.0,99.0,98.45,3.068633793,2.8203646015,743800.0,14.304638889,79.627,85.398040772,3.96,8.4,16.666666666666668,219.700673,1.0,-8582.0,12.69611263,99.248531345,2.664,0.689086735,1.6832475,95.35714285714285,11.600000000000001,1.4500000000000002,3.8,90.546028135,0.0,0.085,22.5,14.685416,279.0,1167.0,0.91985476,0.0,0.77433306,14.057571428571428,59.25666667,6.0,91.929217,87.594783,234348.9903,15.9,2.236,-1.122703671,48.4125,46.0204081632653
United Kingdom,GBR,100.0,34.21254624,165388610.0,126952000000.0,66.075,1.806572199,0.0,97.68508148,9.73079777,13.11536395,33.7,1.361689329,2.5,0.776982248,94.0,95.0,92.0,90.692,2.292839903,1.136483485,687600.0,9.604402777999999,81.25609756,89.833312988,3.99,8.4,16.77777777777778,118.7527408,1.1,230577.0,16.46084976,99.81230164,2.834,0.077564575,2.266495,95.48571428571428,4.9,1.3,2.5,97.18319702,17.3,0.0,32.15384615,16.390722,16295.0,126708.0,1.769423246,0.0,1.60294652,12.333,83.51958333,8.1,91.210897,86.639493,455529.9423,30.0,4.12,1.381677747,48.253125,47.00204081632653
United States,USA,100.0,34.41062022,889024000.0,346967000000.0,73.9,1.292678237,1.0,90.62403107,16.62964439,33.86692641,41.4,1.537041306,2.78,0.713683248,94.0,91.0,92.0,88.4989,2.442583297,4.929848302,631400.0,4.904166667,78.63902439,94.268585204,3.89,8.4,16.88888888888889,104.847944,1.2,1200796.0,11.32823181,99.31158447666667,2.57,0.386042565,2.8497424999999996,95.61428571428571,8.4,0.8,2.5,100.0926971,27.9,0.0,23.50230415,18.096028,150462.2976,313242.0,1.613139987,0.4,1.475686669,10.922,88.91625,15.7,87.735705,79.931689,6154645.789,43.8,3.896,0.995731652,48.09375,47.98367346938775
Uruguay,URY,99.8,34.6086942,446040279.0,155444000000.0,74.4,1.207342386,22.6,96.34745789,9.01452351,11.3644155,39.7,0.5050174,2.49,0.602367759,91.0,91.0,97.0,80.7268,7.606533604,12.28464664,575200.0,12.20118474,77.611,98.70385742,2.69,8.4,17.0,130.1172556,0.1,-2963.0,16.24662781,98.81086731333333,2.5125714285714285,1.023943424,3.4329899999999998,95.74285714285715,13.3,1.7,2.5,101.5738831,23.6,0.03,20.2020202,19.801334,1498.0,379.0,0.623031616,10.200000000000001,0.570794284,17.954,68.4675,21.2,87.483287,77.770208,36239.20895,41.8,8.336,1.190863371,47.934375,48.96530612244898
Uzbekistan,UZB,100.0,28.1007126,3056558.0,6438780000000.0,74.9,-1.082399607,3.1,100.0,5.08,8.257120614,38.7,-0.617031217,4.73,0.5235590784999999,98.0,98.0,96.0,55.2,17.52417965,1.460727869,519000.0,19.96562216,71.149,99.9928894,2.58,8.4,16.5,71.57614633,0.575,-60066.0,60.34,98.31015015,2.455142857142857,-0.304469526,4.016237499999999,95.87142857142857,17.2,2.8,2.5,100.4690018,12.6,0.06,16.0,21.50664,4642.0,13.0,-1.138668895,20.0,-1.098129988,15.98825,51.21291667,8.6,80.553624,68.324846,184839.7261,32.1,9.35,-1.627289057,47.775,49.946938775510205
Vanuatu,VUT,61.6,28.1007126,374603.0,12586079798.0,75.4,-0.18430163,42.0,100.0,3.31753612,36.28383921,37.7,-0.461503237,2.91,0.444750398,85.0,85.0,75.0,39.5,2.330963796,1.2684668764,462800.0,10.18166667,69.795,99.438034054,2.4050000000000002,8.4,16.0,84.57103647,1.05,-403.0,8.56911182,97.824839786,2.3977142857142857,0.802380979,4.599485,96.0,23.3,2.4,10.5,103.5030009,0.0,0.09,0.0,21.096746666666668,3888.6666666666665,33648.0,-0.434423208,29.8,0.391720504,14.0225,39.50916667,18.1,77.449258,67.823748,681.113593,8.5,6.620333333333333,0.516633987,47.615625,50.928571428571416
"Venezuela, RB",VEN,99.9,28.1007126,2217407.0,9928546984.75,75.9,-1.512037516,393.0,100.0,2.41691327,52.53416473,36.7,-1.671357036,1.09,0.5659948735,60.0,60.0,74.0,54.67395,2.9352959275,1.0762058838000002,406600.0,8.776770835,71.979,98.883178708,2.23,8.4,15.5,69.50784615,1.525,-1356759.0,36.90224457,97.339529422,2.3402857142857143,-1.351442456,5.1827325,96.12857142857143,14.75,1.2,22.7,106.53699999999999,9.4,0.12,22.15568862,20.68685333333333,3135.333333333333,67283.0,-2.386736393,14.2,-2.265742064,12.05675,45.03833333,2.2,83.33379,66.538065,310340.0983,70.1,3.8906666666666663,-1.438990951,47.45625,51.91020408163264
Viet Nam,VNM,100.0,28.1007126,47049671.0,7271014171.5,76.4,-0.511549294,6.1,100.0,5.02678823,46.23468154,35.7,-0.011732372,1.5816758077500002,0.687239349,75.0,75.0,97.0,69.8479,3.539628059,0.8839448912000001,350400.0,7.371875,73.976,98.32832336199999,3.27,8.4,15.0,148.1748225,2.0,-3080.0,44.58100891,96.854219058,2.282857142857143,0.032742601,5.76598,96.25714285714285,6.2,0.0,6.0,109.5709991,13.2,0.15,26.72064777,20.27696,2382.0,800771.0,-0.37249127,18.0282336025,-0.035344757,10.091,66.625,7.6,87.009594,71.5794,399800.796,37.8,1.161,-1.471340656,47.296875,52.89183673469387
Virgin Islands (U.S.),VIR,100.0,28.1007126,1462673589.3333333,4613481358.25,71.04,0.577421665,26.449999999999996,100.0,6.5775459456666665,56.02857143,35.7,0.774844706,2.0733516155,0.6294841765000001,87.0,87.0,98.0,67.12395000000001,1.6722601424999999,0.6916838986,294200.0,6.6224180189999995,79.5195122,97.773468016,3.1354166666666665,8.4,14.5,119.07528802499999,2.0,-458.0,35.74683447333334,96.368908694,2.2254285714285715,0.955986977,12.63299,96.38571428571429,16.5,2.1,6.566666666666666,102.684753395,14.1,0.15,25.846391269999998,22.365090000000002,2155.2,1534259.0,0.813936293,21.856467205,1.056800961,21.637999999999998,68.41312500000001,8.154437777666667,90.97967,71.127658,16289804.744,26.549999999999997,13.708499999999999,-1.193661004,47.1375,53.873469387755094
West Bank and Gaza,PSE,100.0,28.1007126,2878297507.6666665,1955948545.0,65.68,-0.226567179,46.8,100.0,8.128303661333334,1.684385382,35.7,-0.791828454,2.56502742325,0.571729004,99.0,99.0,99.0,64.4,-0.195107774,0.499422906,238000.0,5.872961038,74.793,97.21861267,3.0008333333333335,8.4,14.0,89.97575355,2.0,-25137.0,26.91266003666667,95.88359833,2.168,-1.804794073,19.5,96.51428571428572,26.8,4.2,7.133333333333334,95.79850769,15.0,0.15,24.97213477,24.45322,1928.4,2267747.0,0.000736609,25.6847008075,-0.503634155,33.185,70.20125,8.708875555333332,86.211108,78.183348,32179808.692,15.3,26.256,-0.915981352,46.978125,54.85510204081632
World,WLD,89.89088584,28.1007126,4293921426.0,8293689233.0,60.32,-0.9424665124999999,23.99947644,100.0,9.679061377,31.25263574,35.7,-1.532782823,3.056703231,0.47218263150000006,86.66517389,84.55799959,86.4700651,48.6,2.450362439,5.774733653,1281000.0,7.179196247666666,72.78303635,86.33905029,2.86625,8.4,14.0,103.1,2.0,0.0,18.0784856,81.35482025,1.5203333333333333,-2.4004125595000003,31.85,96.64285714285715,24.8,9.5,7.7,87.74307251,16.07421053,0.15,24.09787827,23.44631,1701.6,25905091.0,-0.81811928,29.51293441,-1.1552425325,33.067,54.550625,9.263313333,81.70539249,73.065493,48069812.64,40.29157895,5.978885505,-1.3378728925,46.81875,55.836734693877546
"Yemen, Rep.",YEM,62.0,28.1007126,336310.0,14631429921.0,54.96,-1.658365846,118.8,100.0,7.2245142285,1.039831809,35.7,-2.273737192,3.056703231,0.372636259,65.0,65.0,64.0,31.450000000000003,4.972467183,5.475278692333333,2324000.0,8.485431457333332,64.575,86.33905029,2.27,8.4,14.0,49.68344957,2.0,-39699.0,14.177194175,82.68213399,0.8726666666666667,-2.996031046,44.2,96.77142857142857,46.0,9.5,41.1,88.73746490333333,13.8,0.15,0.0,23.44631,1474.8,264359.0,-1.636975169,83.7,-1.80685091,32.949000000000005,38.9,5.9,73.003868,56.958525,25020.13788,26.6,5.5059427525,-1.759764433,46.659375,56.81836734693877
